学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质
北京大学,4111010001.0,教育部,北京市,北京市,本科,公办
中国人民大学,4111010002.0,教育部,北京市,北京市,本科,公办
清华大学,4111010003.0,教育部,北京市,北京市,本科,公办
北京交通大学,4111010004.0,教育部,北京市,北京市,本科,公办
北京工业大学,4111010005.0,北京市,北京市,北京市,本科,公办
北京航空航天大学,4111010006.0,工业和信息化部,北京市,北京市,本科,公办
北京理工大学,4111010007.0,工业和信息化部,北京市,北京市,本科,公办
北京科技大学,4111010008.0,教育部,北京市,北京市,本科,公办
北方工业大学,4111010009.0,北京市,北京市,北京市,本科,公办
北京化工大学,4111010010.0,教育部,北京市,北京市,本科,公办
北京工商大学,4111010011.0,北京市,北京市,北京市,本科,公办
北京服装学院,4111010012.0,北京市,北京市,北京市,本科,公办
北京邮电大学,4111010013.0,教育部,北京市,北京市,本科,公办
北京印刷学院,4111010015.0,北京市,北京市,北京市,本科,公办
北京建筑大学,4111010016.0,北京市,北京市,北京市,本科,公办
北京石油化工学院,4111010017.0,北京市,北京市,北京市,本科,公办
北京电子科技学院,4111010018.0,中央办公厅,北京市,北京市,本科,公办
中国农业大学,4111010019.0,教育部,北京市,北京市,本科,公办
北京农学院,4111010020.0,北京市,北京市,北京市,本科,公办
北京林业大学,4111010022.0,教育部,北京市,北京市,本科,公办
北京协和医学院,4111010023.0,国家卫生健康委员会,北京市,北京市,本科,公办
首都医科大学,4111010025.0,北京市,北京市,北京市,本科,公办
北京中医药大学,4111010026.0,教育部,北京市,北京市,本科,公办
北京师范大学,4111010027.0,教育部,北京市,北京市,本科,公办
首都师范大学,4111010028.0,北京市,北京市,北京市,本科,公办
首都体育学院,4111010029.0,北京市,北京市,北京市,本科,公办
北京外国语大学,4111010030.0,教育部,北京市,北京市,本科,公办
北京第二外国语学院,4111010031.0,北京市,北京市,北京市,本科,公办
北京语言大学,4111010032.0,教育部,北京市,北京市,本科,公办
中国传媒大学,4111010033.0,教育部,北京市,北京市,本科,公办
中央财经大学,4111010034.0,教育部,北京市,北京市,本科,公办
对外经济贸易大学,4111010036.0,教育部,北京市,北京市,本科,公办
北京物资学院,4111010037.0,北京市,北京市,北京市,本科,公办
首都经济贸易大学,4111010038.0,北京市,北京市,北京市,本科,公办
中国消防救援学院,4111010039.0,应急管理部,北京市,北京市,本科,公办
外交学院,4111010040.0,外交部,北京市,北京市,本科,公办
中国人民公安大学,4111010041.0,公安部,北京市,北京市,本科,公办
国际关系学院,4111010042.0,教育部,北京市,北京市,本科,公办
北京体育大学,4111010043.0,国家体育总局,北京市,北京市,本科,公办
中央音乐学院,4111010045.0,教育部,北京市,北京市,本科,公办
中国音乐学院,4111010046.0,北京市,北京市,北京市,本科,公办
中央美术学院,4111010047.0,教育部,北京市,北京市,本科,公办
中央戏剧学院,4111010048.0,教育部,北京市,北京市,本科,公办
中国戏曲学院,4111010049.0,北京市,北京市,北京市,本科,公办
北京电影学院,4111010050.0,北京市,北京市,北京市,本科,公办
北京舞蹈学院,4111010051.0,北京市,北京市,北京市,本科,公办
中央民族大学,4111010052.0,国家民委,北京市,北京市,本科,公办
中国政法大学,4111010053.0,教育部,北京市,北京市,本科,公办
华北电力大学,4111010054.0,教育部,北京市,北京市,本科,公办
中华女子学院,4111011149.0,中华妇女联合会,北京市,北京市,本科,公办
北京信息科技大学,4111011232.0,北京市,北京市,北京市,本科,公办
中国矿业大学（北京）,4111011413.0,教育部,北京市,北京市,本科,公办
中国石油大学（北京）,4111011414.0,教育部,北京市,北京市,本科,公办
中国地质大学（北京）,4111011415.0,教育部,北京市,北京市,本科,公办
北京联合大学,4111011417.0,北京市,北京市,北京市,本科,公办
北京城市学院,4111011418.0,北京市教委,北京市,北京市,本科,民办
中国青年政治学院,4111011625.0,共青团中央,北京市,北京市,本科,公办
首钢工学院,4111011831.0,北京市,北京市,北京市,本科,公办
中国劳动关系学院,4111012453.0,中华全国总工会,北京市,北京市,本科,公办
首都师范大学科德学院,4111013629.0,北京市教委,北京市,北京市,本科,民办
北京工商大学嘉华学院,4111013630.0,北京市教委,北京市,北京市,本科,民办
北京邮电大学世纪学院,4111013901.0,北京市教委,北京市,北京市,本科,民办
北京工业大学耿丹学院,4111013904.0,北京市教委,北京市,北京市,本科,民办
北京警察学院,4111014019.0,北京市,北京市,北京市,本科,公办
北京第二外国语学院中瑞酒店管理学院,4111014201.0,北京市教委,北京市,北京市,本科,民办
中国科学院大学,4111014430.0,中国科学院,北京市,北京市,本科,公办
中国社会科学院大学,4111014596.0,中国社会科学院,北京市,北京市,本科,公办
北京工业职业技术学院,4111010853.0,北京市,北京市,北京市,专科,公办
北京信息职业技术学院,4111010857.0,北京市,北京市,北京市,专科,公办
北京电子科技职业学院,4111010858.0,北京市,北京市,北京市,专科,公办
北京京北职业技术学院,4111011090.0,北京市,北京市,北京市,专科,公办
北京交通职业技术学院,4111011092.0,北京市,北京市,北京市,专科,公办
北京青年政治学院,4111011626.0,北京市,北京市,北京市,专科,公办
北京农业职业学院,4111012448.0,北京市,北京市,北京市,专科,公办
北京政法职业学院,4111012451.0,北京市,北京市,北京市,专科,公办
北京财贸职业学院,4111012561.0,北京市,北京市,北京市,专科,公办
北京北大方正软件职业技术学院,4111012564.0,北京市教委,北京市,北京市,专科,民办
北京经贸职业学院,4111012565.0,北京市教委,北京市,北京市,专科,民办
北京经济技术职业学院,4111012566.0,北京市教委,北京市,北京市,专科,民办
北京戏曲艺术职业学院,4111012567.0,北京市,北京市,北京市,专科,公办
北京汇佳职业学院,4111012568.0,北京市教委,北京市,北京市,专科,民办
北京科技经营管理学院,4111012733.0,北京市教委,北京市,北京市,专科,民办
北京科技职业学院,4111013703.0,北京市教委,北京市,北京市,专科,民办
北京培黎职业学院,4111013728.0,北京市教委,北京市,北京市,专科,民办
北京经济管理职业学院,4111014073.0,北京市,北京市,北京市,专科,公办
北京劳动保障职业学院,4111014075.0,北京市,北京市,北京市,专科,公办
北京社会管理职业学院,4111014139.0,北京市,北京市,北京市,专科,公办
北京艺术传媒职业学院,4111014140.0,北京市教委,北京市,北京市,专科,民办
北京体育职业学院,4111014215.0,北京市,北京市,北京市,专科,公办
北京交通运输职业学院,4111014279.0,北京市,北京市,北京市,专科,公办
北京卫生职业学院,4111014395.0,北京市,北京市,北京市,专科,公办
北京网络职业学院,4111014588.0,北京市教委,北京市,北京市,专科,民办
南开大学,4112010055.0,教育部,天津市,天津市,本科,公办
天津大学,4112010056.0,教育部,天津市,天津市,本科,公办
天津科技大学,4112010057.0,天津市,天津市,天津市,本科,公办
天津工业大学,4112010058.0,天津市,天津市,天津市,本科,公办
中国民航大学,4112010059.0,交通运输部（中国民用航空局）,天津市,天津市,本科,公办
天津理工大学,4112010060.0,天津市,天津市,天津市,本科,公办
天津农学院,4112010061.0,天津市,天津市,天津市,本科,公办
天津医科大学,4112010062.0,天津市,天津市,天津市,本科,公办
天津中医药大学,4112010063.0,天津市,天津市,天津市,本科,公办
天津师范大学,4112010065.0,天津市,天津市,天津市,本科,公办
天津职业技术师范大学,4112010066.0,天津市,天津市,天津市,本科,公办
天津外国语大学,4112010068.0,天津市,天津市,天津市,本科,公办
天津商业大学,4112010069.0,天津市,天津市,天津市,本科,公办
天津财经大学,4112010070.0,天津市,天津市,天津市,本科,公办
天津体育学院,4112010071.0,天津市,天津市,天津市,本科,公办
天津音乐学院,4112010072.0,天津市,天津市,天津市,本科,公办
天津美术学院,4112010073.0,天津市,天津市,天津市,本科,公办
天津城建大学,4112010792.0,天津市,天津市,天津市,本科,公办
天津天狮学院,4112010859.0,天津市教委,天津市,天津市,本科,民办
天津中德应用技术大学,4112012105.0,天津市,天津市,天津市,本科,公办
天津外国语大学滨海外事学院,4112013658.0,天津市教委,天津市,天津市,本科,民办
天津传媒学院,4112013659.0,天津市教委,天津市,天津市,本科,民办
天津商业大学宝德学院,4112013660.0,天津市教委,天津市,天津市,本科,民办
天津医科大学临床医学院,4112013661.0,天津市教委,天津市,天津市,本科,民办
南开大学滨海学院,4112013663.0,天津市教委,天津市,天津市,本科,民办
天津师范大学津沽学院,4112013896.0,天津市教委,天津市,天津市,本科,民办
天津理工大学中环信息学院,4112013897.0,天津市教委,天津市,天津市,本科,民办
北京科技大学天津学院,4112013898.0,天津市教委,天津市,天津市,本科,民办
天津仁爱学院,4112014038.0,天津市教委,天津市,天津市,本科,民办
天津财经大学珠江学院,4112014087.0,天津市教委,天津市,天津市,本科,民办
天津市职业大学,4112011032.0,天津市,天津市,天津市,专科,公办
天津滨海职业学院,4112012484.0,天津市,天津市,天津市,专科,公办
天津工程职业技术学院,4112012487.0,天津市,天津市,天津市,专科,公办
天津渤海职业技术学院,4112012719.0,天津市,天津市,天津市,专科,公办
天津电子信息职业技术学院,4112012720.0,天津市,天津市,天津市,专科,公办
天津机电职业技术学院,4112012721.0,天津市,天津市,天津市,专科,公办
天津现代职业技术学院,4112012722.0,天津市,天津市,天津市,专科,公办
天津公安警官职业学院,4112012723.0,天津市,天津市,天津市,专科,公办
天津轻工职业技术学院,4112012732.0,天津市,天津市,天津市,专科,公办
天津商务职业学院,4112012788.0,天津市,天津市,天津市,专科,公办
天津国土资源和房屋职业学院,4112012803.0,天津市,天津市,天津市,专科,公办
天津医学高等专科学校,4112012880.0,天津市,天津市,天津市,专科,公办
天津开发区职业技术学院,4112012881.0,天津市,天津市,天津市,专科,公办
天津艺术职业学院,4112012882.0,天津市,天津市,天津市,专科,公办
天津交通职业学院,4112012883.0,天津市,天津市,天津市,专科,公办
天津工业职业学院,4112013700.0,天津市,天津市,天津市,专科,公办
天津石油职业技术学院,4112013701.0,天津市,天津市,天津市,专科,公办
天津城市职业学院,4112013702.0,天津市,天津市,天津市,专科,公办
天津铁道职业技术学院,4112013863.0,天津市,天津市,天津市,专科,公办
天津工艺美术职业学院,4112013911.0,天津市,天津市,天津市,专科,公办
天津城市建设管理职业技术学院,4112014020.0,天津市,天津市,天津市,专科,公办
天津生物工程职业技术学院,4112014021.0,天津市,天津市,天津市,专科,公办
天津海运职业学院,4112014022.0,天津市,天津市,天津市,专科,公办
天津广播影视职业学院,4112014102.0,天津市,天津市,天津市,专科,公办
天津体育职业学院,4112014599.0,天津市,天津市,天津市,专科,公办
天津滨海汽车工程职业学院,4112014600.0,天津市教委,天津市,天津市,专科,民办
河北大学,4113010075.0,河北省,河北省,保定市,本科,公办
河北工程大学,4113010076.0,河北省,河北省,邯郸市,本科,公办
河北地质大学,4113010077.0,河北省,河北省,石家庄市,本科,公办
河北工业大学,4113010080.0,河北省,河北省,天津市,本科,公办
华北理工大学,4113010081.0,河北省,河北省,唐山市,本科,公办
河北科技大学,4113010082.0,河北省,河北省,石家庄市,本科,公办
河北建筑工程学院,4113010084.0,河北省,河北省,张家口市,本科,公办
河北水利电力学院,4113010085.0,河北省,河北省,沧州市,本科,公办
河北农业大学,4113010086.0,河北省,河北省,保定市,本科,公办
河北医科大学,4113010089.0,河北省,河北省,石家庄市,本科,公办
河北北方学院,4113010092.0,河北省,河北省,张家口市,本科,公办
承德医学院,4113010093.0,河北省,河北省,承德市,本科,公办
河北师范大学,4113010094.0,河北省,河北省,石家庄市,本科,公办
保定学院,4113010096.0,河北省,河北省,保定市,本科,公办
河北民族师范学院,4113010098.0,河北省,河北省,承德市,本科,公办
唐山师范学院,4113010099.0,河北省,河北省,唐山市,本科,公办
廊坊师范学院,4113010100.0,河北省,河北省,廊坊市,本科,公办
衡水学院,4113010101.0,河北省,河北省,衡水市,本科,公办
石家庄学院,4113010102.0,河北省,河北省,石家庄市,本科,公办
邯郸学院,4113010103.0,河北省,河北省,邯郸市,本科,公办
邢台学院,4113010104.0,河北省,河北省,邢台市,本科,公办
沧州师范学院,4113010105.0,河北省,河北省,沧州市,本科,公办
石家庄铁道大学,4113010107.0,河北省,河北省,石家庄市,本科,公办
燕山大学,4113010216.0,河北省,河北省,秦皇岛市,本科,公办
河北科技师范学院,4113010798.0,河北省,河北省,秦皇岛市,本科,公办
唐山学院,4113011033.0,河北省,河北省,唐山市,本科,公办
华北科技学院,4113011104.0,应急管理部,河北省,廊坊市,本科,公办
中国人民警察大学,4113011105.0,公安部,河北省,廊坊市,本科,公办
河北体育学院,4113011236.0,河北省,河北省,石家庄市,本科,公办
河北金融学院,4113011420.0,河北省,河北省,保定市,本科,公办
北华航天工业学院,4113011629.0,河北省,河北省,廊坊市,本科,公办
防灾科技学院,4113011775.0,中国地震局,河北省,廊坊市,本科,公办
河北经贸大学,4113011832.0,河北省,河北省,石家庄市,本科,公办
中央司法警官学院,4113011903.0,司法部,河北省,保定市,本科,公办
河北传媒学院,4113012784.0,河北省教育厅,河北省,石家庄市,本科,民办
河北工程技术学院,4113012796.0,河北省教育厅,河北省,石家庄市,本科,民办
河北美术学院,4113013075.0,河北省教育厅,河北省,石家庄市,本科,民办
河北科技学院,4113013391.0,河北省教育厅,河北省,保定市,本科,民办
河北外国语学院,4113013402.0,河北省教育厅,河北省,石家庄市,本科,民办
河北大学工商学院,4113013404.0,河北省教育厅,河北省,保定市,本科,民办
华北理工大学轻工学院,4113013408.0,河北省教育厅,河北省,唐山市,本科,民办
河北工业职业技术大学,4113016204.0,河北省,河北省,石家庄市,本科,公办
河北师范大学汇华学院,4113013411.0,河北省教育厅,河北省,石家庄市,本科,民办
河北经贸大学经济管理学院,4113013414.0,河北省教育厅,河北省,石家庄市,本科,民办
河北医科大学临床学院,4113013415.0,河北省教育厅,河北省,石家庄市,本科,民办
河北科技工程职业技术大学,4113016203.0,河北省,河北省,邢台市,本科,公办
河北工程大学科信学院,4113013578.0,河北省教育厅,河北省,邯郸市,本科,民办
河北石油职业技术大学,4113016202.0,河北省,河北省,承德市,本科,公办
燕山大学里仁学院,4113013592.0,河北省教育厅,河北省,秦皇岛市,本科,民办
石家庄铁道大学四方学院,4113013593.0,河北省教育厅,河北省,石家庄市,本科,民办
河北地质大学华信学院,4113013594.0,河北省教育厅,河北省,石家庄市,本科,民办
河北农业大学现代科技学院,4113013595.0,河北省教育厅,河北省,保定市,本科,民办
华北理工大学冀唐学院,4113013596.0,河北省教育厅,河北省,唐山市,本科,民办
保定理工学院,4113013891.0,河北省教育厅,河北省,保定市,本科,民办
燕京理工学院,4113013895.0,河北省教育厅,河北省,廊坊市,本科,民办
北京中医药大学东方学院,4113013899.0,河北省教育厅,河北省,廊坊市,本科,民办
沧州交通学院,4113014202.0,河北省教育厅,河北省,沧州市,本科,民办
河北东方学院,4113014225.0,河北省教育厅,河北省,廊坊市,本科,民办
河北中医学院,4113014432.0,河北省,河北省,石家庄市,本科,公办
张家口学院,4113014458.0,河北省,河北省,张家口市,本科,公办
河北环境工程学院,4213051721.0,河北省,河北省,秦皇岛市,本科,公办
邯郸职业技术学院,4113011034.0,河北省,河北省,邯郸市,专科,公办
石家庄职业技术学院,4113011238.0,河北省,河北省,石家庄市,专科,公办
张家口职业技术学院,4113011423.0,河北省,河北省,张家口市,专科,公办
河北软件职业技术学院,4113012352.0,河北省,河北省,保定市,专科,公办
河北石油职业技术学院,4113012367.0,河北省,河北省,廊坊市,专科,公办
河北建材职业技术学院,4113012389.0,河北省,河北省,秦皇岛市,专科,公办
河北政法职业学院,4113012408.0,河北省,河北省,石家庄市,专科,公办
沧州职业技术学院,4113012415.0,河北省,河北省,沧州市,专科,公办
河北能源职业技术学院,4113012418.0,河北省,河北省,唐山市,专科,公办
石家庄铁路职业技术学院,4113012424.0,河北省,河北省,石家庄市,专科,公办
保定职业技术学院,4113012543.0,河北省,河北省,保定市,专科,公办
秦皇岛职业技术学院,4113012773.0,河北省,河北省,秦皇岛市,专科,公办
石家庄工程职业学院,4113012782.0,河北省教育厅,河北省,石家庄市,专科,民办
石家庄城市经济职业学院,4113012783.0,河北省教育厅,河北省,石家庄市,专科,民办
唐山职业技术学院,4113012785.0,河北省,河北省,唐山市,专科,公办
衡水职业技术学院,4113012786.0,河北省,河北省,衡水市,专科,公办
唐山工业职业技术学院,4113012787.0,河北省,河北省,唐山市,专科,公办
邢台医学高等专科学校,4113012884.0,河北省,河北省,邢台市,专科,公办
河北艺术职业学院,4113012885.0,河北省,河北省,石家庄市,专科,公办
河北旅游职业学院,4113012887.0,河北省,河北省,承德市,专科,公办
石家庄财经职业学院,4113013070.0,河北省教育厅,河北省,石家庄市,专科,民办
河北交通职业技术学院,4113013071.0,河北省,河北省,石家庄市,专科,公办
河北化工医药职业技术学院,4113013072.0,河北省,河北省,石家庄市,专科,公办
石家庄信息工程职业学院,4113013073.0,河北省,河北省,石家庄市,专科,公办
河北对外经贸职业学院,4113013074.0,河北省,河北省,秦皇岛市,专科,公办
保定电力职业技术学院,4113013392.0,河北省,河北省,保定市,专科,公办
河北机电职业技术学院,4113013393.0,河北省,河北省,邢台市,专科,公办
渤海石油职业学院,4113013394.0,河北省,河北省,沧州市,专科,公办
廊坊职业技术学院,4113013395.0,河北省,河北省,廊坊市,专科,公办
唐山科技职业技术学院,4113013396.0,河北省,河北省,唐山市,专科,公办
石家庄邮电职业技术学院,4113013397.0,河北省,河北省,石家庄市,专科,公办
河北公安警察职业学院,4113013398.0,河北省,河北省,石家庄市,专科,公办
石家庄工商职业学院,4113013399.0,河北省教育厅,河北省,石家庄市,专科,民办
石家庄理工职业学院,4113013400.0,河北省教育厅,河北省,石家庄市,专科,民办
石家庄科技信息职业学院,4113013403.0,河北省教育厅,河北省,石家庄市,专科,民办
河北司法警官职业学院,4113013690.0,河北省,河北省,邯郸市,专科,公办
沧州医学高等专科学校,4113013779.0,河北省,河北省,沧州市,专科,公办
河北女子职业技术学院,4113013822.0,河北省,河北省,石家庄市,专科,公办
石家庄医学高等专科学校,4113014018.0,河北省教育厅,河北省,石家庄市,专科,民办
石家庄经济职业学院,4113014047.0,河北省教育厅,河北省,石家庄市,专科,民办
冀中职业学院,4113014103.0,河北省,河北省,保定市,专科,公办
石家庄人民医学高等专科学校,4113014158.0,河北省教育厅,河北省,石家庄市,专科,民办
河北正定师范高等专科学校,4113014185.0,河北省,河北省,石家庄市,专科,公办
河北劳动关系职业学院,4113014208.0,河北省,河北省,石家庄市,专科,公办
石家庄科技职业学院,4113014213.0,河北省教育厅,河北省,石家庄市,专科,民办
沧州幼儿师范高等专科学校,4113014259.0,河北省,河北省,沧州市,专科,公办
宣化科技职业学院,4113014260.0,河北省,河北省,张家口市,专科,公办
廊坊燕京职业技术学院,4113014280.0,河北省,河北省,廊坊市,专科,公办
承德护理职业学院,4113014281.0,河北省,河北省,承德市,专科,公办
石家庄幼儿师范高等专科学校,4113014328.0,河北省,河北省,石家庄市,专科,公办
廊坊卫生职业学院,4113014335.0,河北省,河北省,廊坊市,专科,公办
河北轨道运输职业技术学院,4113014396.0,河北省,河北省,石家庄市,专科,公办
保定幼儿师范高等专科学校,4113014460.0,河北省,河北省,保定市,专科,公办
河北工艺美术职业学院,4113014471.0,河北省,河北省,保定市,专科,公办
渤海理工职业学院,4113014472.0,河北省教育厅,河北省,沧州市,专科,民办
唐山幼儿师范高等专科学校,4113014586.0,河北省,河北省,唐山市,专科,公办
曹妃甸职业技术学院,4113014601.0,河北省教育厅,河北省,唐山市,专科,民办
承德应用技术职业学院,4113014632.0,河北省,河北省,承德市,专科,公办
邯郸幼儿师范高等专科学校,4113014686.0,河北省,河北省,邯郸市,专科,公办
邯郸科技职业学院,4113014695.0,河北省,河北省,邯郸市,专科,公办
唐山海运职业学院,4113014696.0,河北省教育厅,河北省,唐山市,专科,民办
邢台应用技术职业学院,4113014742.0,河北省教育厅,河北省,邢台市,专科,民办
河北资源环境职业技术学院,4213050139.0,河北省,河北省,石家庄市,专科,公办
山西大学,4114010108.0,山西省,山西省,太原市,本科,公办
太原科技大学,4114010109.0,山西省,山西省,太原市,本科,公办
中北大学,4114010110.0,山西省,山西省,太原市,本科,公办
太原理工大学,4114010112.0,山西省,山西省,太原市,本科,公办
山西农业大学,4114010113.0,山西省,山西省,晋中市,本科,公办
山西医科大学,4114010114.0,山西省,山西省,太原市,本科,公办
长治医学院,4114010117.0,山西省,山西省,长治市,本科,公办
山西师范大学,4114010118.0,山西省,山西省,临汾市,本科,公办
太原师范学院,4114010119.0,山西省,山西省,太原市,本科,公办
山西大同大学,4114010120.0,山西省,山西省,大同市,本科,公办
晋中学院,4114010121.0,山西省,山西省,晋中市,本科,公办
长治学院,4114010122.0,山西省,山西省,长治市,本科,公办
运城学院,4114010123.0,山西省,山西省,运城市,本科,公办
忻州师范学院,4114010124.0,山西省,山西省,忻州市,本科,公办
山西财经大学,4114010125.0,山西省,山西省,太原市,本科,公办
山西中医药大学,4114010809.0,山西省,山西省,太原市,本科,公办
吕梁学院,4114010812.0,山西省,山西省,吕梁市,本科,公办
太原学院,4114011242.0,山西省,山西省,太原市,本科,公办
山西警察学院,4114012111.0,山西省,山西省,太原市,本科,公办
山西应用科技学院,4114012779.0,山西省教育厅,山西省,太原市,本科,民办
山西工程科技职业大学,4114016201.0,山西省,山西省,太原市,本科,公办
山西工学院,4114013534.0,山西省,山西省,朔州市,本科,公办
晋中信息学院,4114013535.0,山西省教育厅,山西省,晋中市,本科,民办
山西师范大学现代文理学院,4114013537.0,山西省教育厅,山西省,临汾市,本科,民办
山西晋中理工学院,4114013538.0,山西省教育厅,山西省,晋中市,本科,民办
山西科技学院,4114013597.0,山西省,山西省,晋城市,本科,公办
山西医科大学晋祠学院,4114013598.0,山西省教育厅,山西省,太原市,本科,民办
山西财经大学华商学院,4114013608.0,山西省教育厅,山西省,太原市,本科,民办
山西工商学院,4114013691.0,山西省教育厅,山西省,太原市,本科,民办
太原工业学院,4114014101.0,山西省,山西省,太原市,本科,公办
运城职业技术大学,4114014226.0,山西省教育厅,山西省,运城市,本科,民办
山西传媒学院,4114014434.0,山西省,山西省,太原市,本科,公办
山西工程技术学院,4114014527.0,山西省,山西省,阳泉市,本科,公办
山西能源学院,4214051189.0,山西省,山西省,晋中市,本科,公办
山西省财政税务专科学校,4114011630.0,山西省,山西省,太原市,专科,公办
长治职业技术学院,4114012388.0,山西省,山西省,长治市,专科,公办
山西艺术职业学院,4114012704.0,山西省,山西省,太原市,专科,公办
晋城职业技术学院,4114012774.0,山西省,山西省,晋城市,专科,公办
山西药科职业学院,4114012776.0,山西省,山西省,太原市,专科,公办
大同煤炭职业技术学院,4114012780.0,山西省,山西省,大同市,专科,公办
山西机电职业技术学院,4114012888.0,山西省,山西省,长治市,专科,公办
山西财贸职业技术学院,4114012890.0,山西省,山西省,太原市,专科,公办
山西林业职业技术学院,4114012891.0,山西省,山西省,太原市,专科,公办
山西水利职业技术学院,4114012892.0,山西省,山西省,运城市,专科,公办
阳泉职业技术学院,4114012893.0,山西省,山西省,阳泉市,专科,公办
临汾职业技术学院,4114013171.0,山西省,山西省,临汾市,专科,公办
山西职业技术学院,4114013528.0,山西省,山西省,太原市,专科,公办
山西金融职业学院,4114013530.0,山西省,山西省,太原市,专科,公办
太原城市职业技术学院,4114013532.0,山西省,山西省,太原市,专科,公办
山西信息职业技术学院,4114013541.0,山西省教育厅,山西省,临汾市,专科,民办
山西体育职业学院,4114013692.0,山西省,山西省,太原市,专科,公办
山西警官职业学院,4114013693.0,山西省,山西省,太原市,专科,公办
山西国际商务职业学院,4114013694.0,山西省,山西省,太原市,专科,公办
潞安职业技术学院,4114013695.0,山西省,山西省,长治市,专科,公办
太原旅游职业学院,4114013696.0,山西省,山西省,太原市,专科,公办
山西旅游职业学院,4114013697.0,山西省,山西省,太原市,专科,公办
山西管理职业学院,4114013698.0,山西省,山西省,临汾市,专科,公办
山西电力职业技术学院,4114013745.0,山西省,山西省,太原市,专科,公办
忻州职业技术学院,4114013821.0,山西省,山西省,忻州市,专科,公办
山西同文职业技术学院,4114013862.0,山西省教育厅,山西省,晋中市,专科,民办
晋中职业技术学院,4114013913.0,山西省,山西省,晋中市,专科,公办
山西华澳商贸职业学院,4114013914.0,山西省教育厅,山西省,晋中市,专科,民办
山西运城农业职业技术学院,4114013934.0,山西省,山西省,运城市,专科,公办
运城幼儿师范高等专科学校,4114014093.0,山西省,山西省,运城市,专科,公办
山西老区职业技术学院,4114014105.0,山西省教育厅,山西省,太原市,专科,民办
山西经贸职业学院,4114014177.0,山西省,山西省,太原市,专科,公办
朔州职业技术学院,4114014186.0,山西省,山西省,朔州市,专科,公办
山西铁道职业技术学院,4114014247.0,山西省,山西省,太原市,专科,公办
晋中师范高等专科学校,4114014270.0,山西省,山西省,晋中市,专科,公办
阳泉师范高等专科学校,4114014271.0,山西省,山西省,阳泉市,专科,公办
山西青年职业学院,4114014336.0,山西省,山西省,太原市,专科,公办
运城护理职业学院,4114014397.0,山西省,山西省,运城市,专科,公办
运城师范高等专科学校,4114014461.0,山西省,山西省,运城市,专科,公办
朔州师范高等专科学校,4114014462.0,山西省,山西省,朔州市,专科,公办
吕梁职业技术学院,4114014500.0,山西省,山西省,吕梁市,专科,公办
大同师范高等专科学校,4114014627.0,山西省,山西省,大同市,专科,公办
太原幼儿师范高等专科学校,4114014628.0,山西省,山西省,太原市,专科,公办
山西工程职业学院,4114014681.0,山西省,山西省,太原市,专科,公办
长治幼儿师范高等专科学校,4114014687.0,山西省,山西省,长治市,专科,公办
山西通用航空职业技术学院,4114014697.0,山西省,山西省,大同市,专科,公办
朔州陶瓷职业技术学院,4114014698.0,山西省,山西省,朔州市,专科,公办
山西卫生健康职业学院,4214050166.0,山西省,山西省,太原市,专科,公办
内蒙古大学,4115010126.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古科技大学,4115010127.0,内蒙古自治区,内蒙古自治区,包头市,本科,公办
内蒙古工业大学,4115010128.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古农业大学,4115010129.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古医科大学,4115010132.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古师范大学,4115010135.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古民族大学,4115010136.0,内蒙古自治区,内蒙古自治区,通辽市,本科,公办
赤峰学院,4115010138.0,内蒙古自治区,内蒙古自治区,赤峰市,本科,公办
内蒙古财经大学,4115010139.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
呼伦贝尔学院,4115010819.0,内蒙古自治区,内蒙古自治区,呼伦贝尔市,本科,公办
集宁师范学院,4115011427.0,内蒙古自治区,内蒙古自治区,乌兰察布市,本科,公办
河套学院,4115011631.0,内蒙古自治区,内蒙古自治区,巴彦淖尔市,本科,公办
呼和浩特民族学院,4115011709.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
内蒙古大学创业学院,4115014199.0,内蒙古自治区教育厅,内蒙古自治区,呼和浩特市,本科,民办
内蒙古鸿德文理学院,4115014205.0,内蒙古自治区教育厅,内蒙古自治区,呼和浩特市,本科,民办
内蒙古艺术学院,4115014531.0,内蒙古自治区,内蒙古自治区,呼和浩特市,本科,公办
鄂尔多斯应用技术学院,4115014532.0,内蒙古自治区,内蒙古自治区,鄂尔多斯市,本科,公办
内蒙古建筑职业技术学院,4115010871.0,内蒙古自治区,内蒙古自治区,呼和浩特市,专科,公办
内蒙古丰州职业学院,4115011429.0,内蒙古自治区教育厅,内蒙古自治区,呼和浩特市,专科,民办
包头职业技术学院,4115012057.0,内蒙古自治区,内蒙古自治区,包头市,专科,公办
兴安职业技术学院,4115012443.0,内蒙古自治区,内蒙古自治区,兴安盟,专科,公办
呼和浩特职业学院,4115012670.0,内蒙古自治区,内蒙古自治区,呼和浩特市,专科,公办
包头轻工职业技术学院,4115012671.0,内蒙古自治区,内蒙古自治区,包头市,专科,公办
