网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
11818,贵州经贸职业技术学院,贵州,黔南布依族苗族自治州,都匀市,中等专业学校,公办,贵州黔南布依族苗族自治州都匀市,http://www.gzjmzy.cn,0854-8363615,--,,,--,--,--,,是,是,,,,,,,"{'农业类': ['茶叶生产与加工'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机网络技术', '计算机平面设计'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['茶艺与茶营销'], '教育类': ['幼儿保育']}"
11819,贵州食品工程职业学院,贵州,贵阳市,清镇市,中等专业学校,公办,贵州贵阳市清镇市,http://www.gzspzy.cn,0851-85980966,--,,,--,--,--,,,,,,,,,,{}
11820,贵州电子科技职业学院,贵州,安顺市,平坝区,中等专业学校,公办,贵州安顺市平坝区,http://www.gest.edu.cn,0851-88124040,zjb3871245@163.com,1979,1000,贵阳市教育局,贵阳市花溪区桐木岭上板桥,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '汽车制造类': ['新能源汽车制造与检测'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机网络技术'], '电子商务类': ['电子商务']}"
11821,贵州财经职业学院,贵州,贵阳市,清镇市,中等专业学校,公办,贵州贵阳市清镇市,http://www.gzcjzyxy.cn,0851-86807659,--,2020,556,贵州省财政厅,贵州省清镇市观清路14号,--,--,,,,,,,,,"{'计算机类': ['计算机网络技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
11822,贵州轻工职业技术学院,贵州,贵阳市,花溪区,中等专业学校,公办,贵州贵阳市花溪区,https://www.gzqy.cn,0851-88506060,qgzq@126.com,2004,1000,贵州省教育厅,贵州花溪大学城,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理', '旅游服务与管理']}"
11823,贵州工业职业技术学院,贵州,贵阳市,观山湖区,中等专业学校,公办,贵州贵阳市观山湖区,http://www.gzky.edu.cn,0851-84706856,gzky@163.com,1958,1352,贵州省教育厅,贵州省贵阳市观山湖区长岭南路,--,--,,是,,,,,,,"{'土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械制造技术'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测'], '化工技术类': ['分析检验技术', '化学工艺'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理']}"
11824,贵州农业职业学院,贵州,贵阳市,清镇市,中等专业学校,公办,贵州贵阳市清镇市,http://www.gznyzyxy.cn,0851-88195305,marketing@58pic.com,,,--,--,--,,,,,,,,,,{}
11825,贵州电子信息职业技术学院,贵州,黔东南苗族侗族自治州,凯里市,中等专业学校,公办,贵州黔东南苗族侗族自治州凯里市,http://www.gzeic.com,0855-8225034,dzxy@vip.163.com,1973,1615,--,贵州省黔东南苗族侗族自治州凯里市华联路1号,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '电子信息类': ['电子信息技术'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务']}"
11826,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJIAAAAwCAYAAAD6ryNrAAAAAXNSR0IArs4c6QAAFp5JREFUeNrtnHl4VtWdxz/nvm/2kAQCMYGg7AphsYgLKrhUBbQ6U7XasY7t02rV6agjLuNWW9exbnWrS4darcNQa221toALFR2jgqCsssm+JGAgkAABkrxn/jj3vvecc8998wbp09Zynuc+9825a+75nu9vPT/BfjQ556hCPt83HSnHpDsFUh309wjpuPJaceaixznYvnRNdBpEUyfkITb8ESlP278niivEhIXPHPz0X67mdZKJcmD9b/cbROouT8mpQ7978NP/gzKSnD5yALL1BaQ87gA8NwXiDgrK7xWnzGw7OAz/IECS04ddhuSnSFlkHCg5Ao79BSRL9LOtPbB1Fsy9Ctr32k+fDd4lYsKCZQeH4ksMJDlt2GjgdqQcHznYpT8c80vI7Zrdkxpq4eOroX2f/QotCG6ltPhpcfwHLQeH5EsCJCm/kWD60nOBibFirGoc1NwOOSWde9rWWbDgFtizxfUm24Bn8bwnxbgFqw8Ozd8hkOTU4dV44hRk6lQkp4Ps5Tw7pxiG3Ao9v7b/T2xrgsV3w6ZpmfSn1/GYiUzMpkvRXHFibfPBofobB5KcNnQFkgEdnll+DAy/G/KrDsyT61+HxXfBvh0dn5vwoKgApATZrvQvmYKU9puU36f9ltqxlLWX2hbcI7inEP4cExZxC4ex66l+AUjrPOEpVVGI6B7rN3YfZr/9fM/vF546P9i7+kTwjiJ6rueZfwd9rr1xTaIOmElO4Y1ixOQNQk4dKuNh5kHFydD329B15IGH8b6tsO5FWPcS7G3IfG6XQnPApQ0IH2RSmqCyz0MqsNgA0o/rEl+KKACwB9oCm/A0e8M6J7hX+ncAuphnuJ4vRHSAhecGhg0k+xohHMB0XB8Pwm0k8ke4gZQshJ5nQ99LoPDQvzwvyjaoex3W/i9sX+A+p6RQYxMHM7mAEYAm3a8BLRWc327eF2kOdISBRJRxYtlDAwkuNrIAJzTwoB2PgNHFQo6/vYR1vgN0iAwgy8R2xu8pUSCNfgFKh4JI/nWE7c5VsH0eLPyRxUgF8WwSAUwqylypLBhMpuJFmVPkdMA4OpCki410BiILtvNCgAlrwCPsEdMnAtHoYimvY7Zzs1Rd1LNdduRfD0QAxf2g+twY5pLaYPpTOa0HEQIk6A/oQv/t8ndJbbMPp8HgMnQdv6XVnwaP9rd9LLhGf6b9fIPdbADa9rdQNxX+ecJSV4T1P0nrn9bf2T43DR7Tjvf4u2pSYyN/E/pHEOExgQUqLMBYwEFGP6DUABz96lF9SsT8NkAjoxNDYCrj9vWyA6BiiUKhi0VMNk0/X5jA0HW7uPc3/n/9mYK/HyClxY41ewwmsVgmPVg2K8koq7kYxJj90qELiegrCWH+Tu81hrBFl7RmvE0z6efrbCCswRVRlhMOFjMYRsQwnQVSl7i2zv3bBFJqT7zf1CW6ImLNBpUOPE0M6hkvUkalX+QdRBTIwn4/N5FGzPs48MbdAxEvXoWI8RAKd/DCmCwZHmqDygU2/72SINpBJgx/YCZ8TRvm7h/9gtKv4tq866DuDbOv55kw4icOt4DlW/I0AAn/FYNJKiUU9oPda0DuCz9OsgzKT4JNL5vsJQQUDYTmZUB7CCzhmJ1eERRUQfse3xvfHlWGJeDlQlEf2LsVWhvDfttKs1kqWQKtzdHx1lmtS39IFkNrE+xeF6/wC2vzcpU1LGL+N6ExjWexbKBHBcdcIjsNLAl4eCAbjUFr/Qs4kTe9FgVRQSXU3OY+v3V7Bh1JY52cHlDzABz3J+hzZXi8xzgYOwtGPAFdjzNnXF4ljPkznPIhVJ4dFY+68tt9NJyxACYshx5j3GIxvxLO2QSnzYL+V4Tg1gfK0IH9jupz4YwPoOsIx201MXbENXDyq3D88zHKtUO8ltTACb83IxAiAXnlkNMNcrupffp3V2srC/eZGFZj2iSIbSC7G4OYUxoPin5+KtH636pZ0lHbUwef3hulzOH3QrJLjKNye/R8AaQsfah9twKK8KDvFbD5T7BzKez4OFQcB/8I3jsjvGbYg2qGdxkMJUOg7hXTGhR0IGMsJti7GXYshrLhauCW/Jf2kaVl5vvXFFTByIcVaxw/Gd49H3Yud+hExIumyG8feIkiOOpJFQcdfJv6/tvnQclgGDWpk+GsZvj4ItMJmnYDmKzkIdiaUazY7fBr1ZZbmp2VteBWaN1pdvf5NnQ7OoPHu9Eh02VUwW5vhuV3+WIoF6ov8sFbD+tfUL+LBkJRf1+UngeVZ6rfjXNh+f0aiETUDHd5DIr6wuE3+Nv1MOh6SLX6TtMjoOaHcPjEcBt0bejUDXTilnpYeKfqy+0Ko59T+4CJZAyAnCDS2U9CajcsfcD/JkmouQuSpW49qtNhWRmqFNY7JYFt2YmV/WirfwVbP7Ici4Ng0NWZr2taYulIlmWVUwp9rwlFWXuLGkwvDwbfq/pzy9W5296HflcqXajqn7T/cweMeERd3/gRrH1e8/slgYQCZ/odctRWPAiG3Bb/7oP+I9rX+DHsXm+OyapnofQI6HMxFPWGo5+B9y9STlJdpwneQe+343O2xVY3FcqPVQyZXwH9vw9rfgWrJ0UZLLc7VPkivnEO7Pw0PJZqdehXImphKiDJetOzvBJ6jD0AHuoVsOIxK/iaC0fepwYkU9s+zwKSp80ECYkC6HWBde8CqP5m9F4Vp7ufUXGqFhIqhjXPheLwrA1R8X787/xg85v75f4yrLtA1M3/oYphlg5RLCrbNWD4emAi37eB9plKuBdnQfnbsgeh2zFKPK3+BbTtgLXPRT3TxYeHQNoxR4n6iIc7gzPVU/skiI9Afi8cxAUHJnY2/+ZoEtugq6F4YMfX7lhsAUmY5r0d+G1twmk/S2KciH4r7Ouzj+3wy9C21sLC/1Sm5KCJSgyveT68R//LwCuAFY+HfXvqo34mANkKH12pjI6512nuAc3c9/L8d+0dXh9hBoc61b4LFt0KLesUmGwHpHC5BmKckHEWnsFIIvkhslVjg/lfHEjLH4MmK3u2/BilG3XUmpaaKblpxVPXj3Tx+RSse9YRV9NiaZFgrX/u6UuU2W6HAFY8qpig4rQw62H9S7B7LTS8p+KBZUdC7wsUEAsq4aPvQ//Lod+lvkidDWunWCZ6YNF5IWCaV8KH39UGxXK95JWHgfTCntBSp/k+PJOhpH9ewDjNK3wXh69HFfSC7mOUyGqcBfu2RKnT6SuSVnzQdlNIkowbsIjpS3YiKVaK6udqBuVX7h+Its2B1c+bfTklykrLpjW8b4ksYYo1F20U9vVN1QA0gT9MWnlJ2r55mXs2SgnL7gORA4d+Kzy85W1YN9lnyDw46umQzTa9pj7qpj/AgB9AYS848iHY+zlsnuEzjT+L+/4rDLnJfPTmd2DuNY54olAgTcchByhFXXcO6jpTfgWc9Lp57/W/gc8eVf9eQW/o/++qf8mPoWGLI0bnYKIgaJs2Wq1JITySQrzULqcNnQOcHA5mLVSf13kQte1SVpodzqi5DfIPye4eG16JAklanuy2XbBhsuprXgIDrodDJnTuXWd/C9ZPVkp549xoWKD6G2oGB23kE8rdsPEVGHyLstAANv4BNr6mrmmph/cvhJOmq2zSUT+Hd8bDzs98EAvFdHaee7LIHTvLKYEczUXSZYAaG1tPylZPy2QBghLJydIwyi/bVJQhzlmqPd+fUmIGyBBIG17dPyB9ei+0bIp6r6smZM9munUTAMmO4rdth2V3hAzU++L9CwAvudM093WxMuAq66N7MOq/oagfDPSPtTaFpjb+7GzdDnN/AMc+p8B07PPwzgSlp0hg90bY8p4v7keFynQwu9OOVwHdrZT58lE+2wuHBYdSCTa+qn5XneUzpghTRyIhF0tPOvQStaXHoxZWPWCeG6Mn+UBK/A+i7U6kf9fGT9SAFvbOflzq31SzM1vvtZONfmfN1ASWu9nyQvvMt/weWPmYFj/Tco4SBYqxdCutfpqa2RIrkOp/4IrToGyEhbt2ZW3W3G6K7K/8FN4dH77i6CmKcXavg6LDVIjjiOtVfpVA5apvmqaeefoHyvTHElXBzK840bI0xyonbvtOTU/SlOf2Zlhyt+o75DTLkJBu31xn3EsxbITwo/9iwrw1wEzjogDZ2bY1L3TOe+0Ki9imdTKYTRnyiaSElvXQvEhtTQuhaRHsWKi81yOfDUHUshFmfxM++DrsrY9mBQQOwaH3aH/7ben9kGoLnY+71ql9t1FwyDiffc+CsmFQWK2+35aZsGuNMj4Mx3hMANjOUKjwwzI7PlXP9nKh57h4q0s6LEPhCLrGBYt3r4XG2bD9I7XtXum4xnM6N5PaCc8hU6cY7ND/UvDys5QUsnPea7uteEoFR/V/MmEzkIxG//XgrT4Y3cfCkU/6Ppg2WPUkLL3bN4WlZY5rFtNh31EZogAbXlKWGcDWD6H268r52fsCWPognDFHsdKQW2DzWzDYV6L3blPg8fKVjrN3qzvuFqfkBuZ+0WHq96pfwSEnQ8/xSlXQmVuImBQUMpv2Lj3p8zeg3vcjeZ4p7iMpK6ZCrgGJlxH8zLDeVr+g/CKdbdl4r/W2a42yLgxLz3PPVgH0mwhV58VrkVJCIs8US9UXQvUF8e8wc4yK8QWiq2kxrP91CCSAhv9TH7BxrvqAS34Cw++B0ho45hehAr78ET+qv9MEkYhJ6wgGp/xo2DpHdQ28PNR76t9UqkbP8VB+HJQOg6ZPHaImLqVExIBJxPuO7HwmOxNAmBkQaQ1MjFuwC8QjZojj2Wjcq6OWrfdab8seUqyhOyADINlJazIFiWLI6+FvFdEt/xDlDki/U57qy6+M3/AU2wTGwuIfO5LpLGfnqknQvNwXa36kffd6Ff6IYwGDObUB7X0unPhrJRZLh0Kff1GH1r0EbTsVeJuWqoE09E5HloENlrwK6HacG8MiA4EZbI0JMCvPz0zO7lJyP81NlyNlD6W37ISVz4SUrbexUw9MPK6hFjbPtJxwSVOZNpLThJLf6f8sZekX/rn5VaHusmOBchDqx+2v1r5LHZs/EWruhPrppoLu0itkGyx9SMXJgrZykvJYIxw55rgdfuVHQeVXVV/l6VB9jhIpbS2w4snw3DWTYfhdUDYUep8HG39vhUYculBxfxj5c6Uzbp7qsNpc7GUxnXB7s3WmMoAkTqxtllOH3gWE2uG6F6FqfOaktf1te7cov5PBaMEaqyB7zQqNyBTU/xHqX8u8SqT8pBBIW2bA4ttMa05fvKhnLm6bBbMuihcFehpu97FKtOlt8A1qjd6Gl62Qh+P6QP8I/EoNsyC3DLodGYJyT0Po19n4Jzhiojp/0DXQ8IH6hnZukj5Ryr6i9qXDTSCJmDQVPURj+6mEg5z9c6KpkBV5TyNYmf471Qbzbsgu96hTbpx2+OR6pUPoLTfpsGAsseAKm9jxNeH6CDL09xh0LU2Z7xTnwswEGHQdnPAy5HUPg91BAHjUz2DkY+qYnY+UFhmeAk3ac/4u1M+Aw30fVeN8WP6kpafshQW3qffNLYOjn1Z7e12c8EL/VDoDYRYUVId/5/eEokFQoK1bzOsBRQPUVtgfCvpBXs+oniW8iG8psu5IjJrbKqeO+DdE+/S0X6mlHhbeCiMPYNW+ZQ8rf5UNooTwo+BEPdq6/0g6wiWJYiiuVimsVedoAcw9mqWnRdYNi0TzyxjOQQuIvc5VaSTF/TTXwMOw9D7oeykMu1P5bw69AHqdrVJpVvxMTRj9vmXDIVHoh0hmQsOHMPSW0HM/d2I0pUQCn78Lnz0DA69QccKRj8PcK5QHWkrFXqXDVEYkKHdF6w7l+de9/4ddCodZY1L5z2rTW/Mi+OwOTYwZs9X0I0XAdOb8N8C7z4wHzVTK5YFo636jPrDtfMxNRt0IadZIRYFjr0UrGwljZsLoP5ge2l0ro8qtiFneE2dGe3lw0gw45tkQRO0tMPsyBSJ85bv2gpBlEwUw4HI4+Q3f06LN6u3zYNHdKs62ZgrU3BRKgDnX+PnZLvNewMqn4XPfO15aA9Xnm0p300JVW6G1GRZMhF0rvth4CWEmAOpO0HT0P67ld7udloaxwAkhizyqfCN9Lt7/l1o7GT69zxokDwpyrGyPlLmGLe2gdSw/CoKyW2uVn0h3gja8BxtfjopIQ+TIcCVsnBnTvlflWHU7yveOvwULbvYXHWjgbKiFt05UBkrfixUzrJykovD62jIh4LNJsOo51Vc3AypPhU9uUo5MXb+KJOFLVR5o9BTYswnWTYlOkGX3KWt0z0bYVKh0P1tZtsMkEReCgLbGkOnsCICWdZC50NbrR/cm1TIPSTfjwJCb4bCLOg+i1b9UYsBmnMKCMAsytkBEKlzv76ooEoCu+iIl4navUZbKrpWhMi5T2ReCQCidouosf6D9Mjwn/E5VUamfppnClr8lGIySGhh0FXx8rUpMM55nPcvLg8rTwvCJvYw6vWxaSzgrHqAU+yBk4sUt0/Z1MtfybeFYmi0Cg8dzF5GIPEt0HGmR04ePQcppkbJ/g2+APpdkr1gvf0zzr2goKsxTlpqr1EyqPVowQmZZWcRlyRl+EOFwvukD7CgcIax8alcRCaEViIg9Zj3DqDSiDxTWwHshg2cCjn19GhyOe8YBz1kKJ/752dWQnDrsJGAqyELjQNV4GHZHqDS6WstGmH8TNM6Lyt2CAhVPM0rROECjF4mIqy4iYxhKxgAprj6Ri5lsALnK00QWQOJmv0zPd5aSyVD3yMUezrpGNvsc+PpKWa20FWcufAfP+xoIs8Zj3XSovTD07tqtbhrUnu8GUVEh5GjRfVtx1qOQenxNYOpN9vJsWxeyC0S4QgDOpJ2Y1bOu66XtRsAqEOFwS7ieH7vuP8YQ0OsGuByeLsvWrjUQ8SEJd4AX6X4+dKwjRZhp2vCvIuVvQZaZTsR86Pc96PcdpYw3L4cVT8Dmtx3WjweFRWGeUVCfSOrpsan4QljZ1D2S1v3QlmQLh/hylpfRjut6kC2+dMvPJfogylaxJXG8jlnJ00VMwnyWs7KaJZZi6x656it5pp4U6GiO+kqdr/z/5rB+tPESUkZLuOVXqDjRlrcd7ALk5ilxlmaamFzqbIEjrcJb9r2Mim2YhayyqXXUYck/yFjrSGYAnquIljHIWQDKrrCWrW4TuWdM3aMARJZi7aqv1OkiEuL0hauQ1cfj8VTk4J4tsPnPDl+QgKIiKCr2EQ3RyiEymjKim/xOns+iPpKwuVe4QxZxdY9cCWeIaDqRq9aRs/CCcIuuuLiX8EwdzgZZxtSQDOa+sSg0Lq0Fx3InLzq/pKj7Qssv5esjLqQ99SjI+ITsnFwoLFaWmdOqsk17vaSfxlK6hSbtVSI2c1nlAVMpiw0c5fcyVl5zWGFxLONSpiPnCbf4jFOGHea2WTPSxVIxirddpc24byJkLmFZffHV2sBLTPlCZW3EuPkvUlA+ACHuRlqKeDIXSrpBSVfltc6mPpHUQhS6Ym14tnEr5Lqyaye66YpnHDPgCnzqYspxPRlyd6R0K75OkepIbpN2nzRTO4SIzx1yKt6YUfvI/9/B++NiWAF42/DkjV90QXg4nDNG9KKVhxDiDIpKIS+vq6G72IwTsI2LaYJzImWNY9aqyQxlj4Nyx3Z12Kyq1MaUO85UM1JgesldfiNiqtTGMY3THLcUbOc1ltnvcgdkLDQaY/arfR3Cm0nSu1EMnLTh/wGbcwkJmHH6iQAAAABJRU5ErkJggg=="" alt=""""",贵州,贵阳市,观山湖区,中等专业学校,公办,贵州贵阳市观山湖区,http://www.gyvtc.edu.cn,0851-87981901，0851-87981902,--,2007,1070,贵阳市人民政府,贵州省贵阳市观山湖区云潭南路609号（贵阳奥体中心正对面）,<i>中职（技工、中专）毕业证</i>,--,,,,,,,,,{}
11827,贵阳幼儿师范高等专科学校,贵州,贵阳市,清镇市,中等专业学校,公办,贵州贵阳市清镇市,http://www.gypec.edu.cn,0851-82519020,--,,,--,--,--,,,,,,,,,,{}
11828,贵州航天职业技术学院,贵州,遵义市,红花岗区,中等专业学校,公办,贵州遵义市红花岗区,http://www.gzhtzy.com/,0851-28612760,--,2000,222,遵义市教育体育局,贵州省遵义市新蒲新区虾子镇经开区,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '旅游类': ['高星级饭店运营与管理']}"
11829,遵义职业技术学院,贵州,遵义市,红花岗区,中等专业学校,公办,贵州遵义市红花岗区,http://www.zyzy.edu.cn,0851-28655578,gzzyzyzjc@sina.com,,,--,--,--,,,,,,,,,,{}
11830,六盘水职业技术学院,贵州,六盘水市,钟山区,中等专业学校,公办,贵州六盘水市钟山区,--,0858-8332655,--,2002,501,--,贵州省六盘水市钟山区钟山大道西段1119号,--,--,,,,,,,,,"{'林业类': ['园林技术'], '畜牧业类': ['畜禽生产技术'], '煤炭类': ['煤炭综合利用技术', '采矿技术', '矿山机电'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机网络技术'], '旅游类': ['旅游服务与管理']}"
11831,六盘水幼儿师范高等专科学校（中职）（弃用）,贵州,六盘水市,水城区,中等专业学校,公办,贵州六盘水市水城区,http://lpsyz.cn/,0858-8681279,liupanshui@qq.com,,,--,--,--,,,,,,,,,,"{'计算机类': ['计算机应用'], '教育类': ['幼儿保育']}"
11832,贵州健康职业学院,贵州,铜仁市,碧江区,中等专业学校,公办,贵州铜仁市碧江区,http://www.gzjkzy.edu.cn/,0856-5218693,--,,,--,--,--,,,,,,,,,,{}
11833,毕节职业技术学院,贵州,毕节市,大方县,中等专业学校,公办,贵州毕节市大方县,https://www.gzbjzy.cn/,0857-8330367,bjzybgs@163.com,,,--,--,--,,,,,,,,,,{}
11834,毕节幼儿师范高等专科学校,贵州,毕节市,七星关区,中等专业学校,公办,贵州毕节市七星关区,http://www.gzbjyz.com/,0857-8317445,bjyesfgdzkxx@163.com,1916,530,毕节市教育局,毕节市金海湖新区职教城,--,--,,,,,,,,,{'教育类': ['幼儿保育']}
11835,毕节工业职业技术学院,贵州,毕节市,大方县,中等专业学校,公办,贵州毕节市大方县,http://www.bjgzy.cn,0857-8307750,--,,,--,--,--,,,,,,,,,,"{'煤炭类': ['采矿技术'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务']}"
11836,安顺职业技术学院,贵州,安顺市,西秀区,中等专业学校,公办,贵州安顺市西秀区,http://www.asotc.cn/,0851-33229847,--,1956,1500,安顺市教育局,贵州省安顺市西秀区蔡官镇,--,--,,,,,,,,,"{'畜牧业类': ['畜禽生产技术'], '电子商务类': ['电子商务']}"
11837,黔南民族职业技术学院,贵州,黔南布依族苗族自治州,都匀市,中等专业学校,公办,贵州黔南布依族苗族自治州都匀市,http://www.qnzy.net,--,--,2001,1185,黔南州教育局,贵州省都匀市绿茵湖产业园区,--,--,,,,,,,,,"{'农业类': ['茶叶生产与加工'], '畜牧业类': ['畜禽生产技术'], '煤炭类': ['煤炭综合利用技术', '矿山机电', '矿井通风与安全'], '建筑设计类': ['建筑装饰技术'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理']}"
11838,黔南民族幼儿师范高等专科学校,贵州,黔南布依族苗族自治州,贵定县,中等专业学校,公办,贵州黔南布依族苗族自治州贵定县,http://www.qnyzh.cn,0854-4969680,--,1952,823,黔南州教育局,贵州省金南街道利民路48号,--,--,,,,,,,,,{'教育类': ['幼儿保育']}
11839,黔西南民族职业技术学院,贵州,黔西南布依族苗族自治州,兴义市,中等专业学校,公办,贵州黔西南布依族苗族自治州兴义市,http://www.qxnvc.edu.cn,0859-3197266,qxnzyxcb@163.com,2004,661,黔西南州教育局,兴义市凤仪路2号,--,--,,,,,,,,,"{'土建施工类': ['建筑工程施工'], '护理类': ['护理'], '旅游类': ['高星级饭店运营与管理']}"
11840,黔东南民族职业技术学院,贵州,黔东南苗族侗族自治州,凯里市,中等专业学校,公办,贵州黔东南苗族侗族自治州凯里市,http://www.qdnpt.com,0855-8585086,qdnzy12822@126.com,2001,1503,--,贵州省凯里市经济开发区凯开大道1009号,--,--,,,,,,,,,"{'农业类': ['园艺技术'], '土建施工类': ['建筑工程施工'], '护理类': ['护理'], '民族文化艺术类': ['民族工艺品设计与制作']}"
11841,贵州盛华职业学院,贵州,黔南布依族苗族自治州,惠水县,中等专业学校,民办,贵州黔南布依族苗族自治州惠水县,http://www.forerunnercollege.com,0854-6230003,--,2011,300,黔南州教育局,贵州省惠水县百鸟河数字小镇,--,--,,,,,,,,,{'民族文化艺术类': ['民族工艺品设计与制作']}
11842,贵州城市职业学院,贵州,贵阳市,花溪区,中等专业学校,民办,贵州贵阳市花溪区,http://www.gzcsxy.cn,0851-88308092,--,,,--,--,--,,,,,,,,,,{}
11843,贵州工程职业学院,贵州,铜仁市,德江县,中等专业学校,民办,贵州铜仁市德江县,http://www.gzieu.com,0856-8656697,--,2015,700,铜仁市教育局,贵州省铜仁市德江县上海路54号,--,--,,,,,,,,,"{'土建施工类': ['建筑工程施工'], '铁道运输类': ['高速铁路乘务'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['大数据技术应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理']}"
11844,贵州工贸职业学院,贵州,毕节市,威宁彝族回族苗族自治县,中等专业学校,民办,贵州毕节市威宁彝族回族苗族自治县,http://www.gzgmzyxy.cn/,0857-6339309,gzgmzyxy@qq.com,2015,750,威宁自治县教育科技局,毕节市威宁彝族回族苗族自治县滨海大道777号,--,--,,,,,,,,,"{'自动化类': ['工业机器人技术应用'], '汽车制造类': ['汽车制造与检测', '新能源汽车制造与检测'], '纺织服装类': ['服装设计与工艺'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机平面设计'], '健康管理与促进类': ['婴幼儿托育'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理']}"
11845,黔东南州工业学校,贵州,黔东南苗族侗族自治州,凯里市,中等专业学校,公办,贵州黔东南苗族侗族自治州凯里市,http://www.qdnzjx.cn,0855-8502268,--,,,--,--,--,,,,,,,,,,{}
11846,岑巩县中等职业学校,贵州,黔东南苗族侗族自治州,岑巩县,中等专业学校,公办,贵州黔东南苗族侗族自治州岑巩县,--,0855-3578069,--,,,--,--,--,,,,,,,,,,{}
11847,榕江县中等职业学校,贵州,黔东南苗族侗族自治州,榕江县,中等专业学校,公办,贵州黔东南苗族侗族自治州榕江县,--,0855-6653559,--,,,--,--,--,,,,是,是,,,,,{}
11848,锦屏县中等职业学校,贵州,黔东南苗族侗族自治州,锦屏县,中等专业学校,公办,贵州黔东南苗族侗族自治州锦屏县,--,0855-7221075,--,1984,123,锦屏县教育和科技局,锦屏县敦寨镇亮司村,--,--,,,,是,,,,,"{'纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '民族文化艺术类': ['民族音乐与舞蹈']}"
11849,三穗县中等职业学校,贵州,黔东南苗族侗族自治州,三穗县,中等专业学校,公办,贵州黔东南苗族侗族自治州三穗县,--,0855-4530381,--,1988,65,三穗县教育和科技局,三穗县八弓镇新寨路95号,--,--,,,,是,,,,,"{'自动化类': ['机电技术应用'], '艺术设计类': ['艺术设计与制作'], '民族文化艺术类': ['民族音乐与舞蹈']}"
11850,遵义市职业技术学校,贵州,遵义市,汇川区,中等专业学校,公办,贵州遵义市汇川区,http://www.zyzyjsxx,0851-28791335,--,2002,220,汇川区教育体育局,贵州省遵义市汇川区海龙屯路281号,--,--,是,是,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '食品类': ['酿酒工艺与技术'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用', '计算机平面设计', '计算机网络技术'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理', '旅游服务与管理'], '文化服务类': ['社会文化艺术']}"
11851,习水县区中等职业学校,贵州,遵义市,习水县,中等专业学校,公办,贵州遵义市习水县,--,--,--,,,--,--,--,,,,,,,,,,{}
11852,六盘水市水城区职业技术学校,贵州,六盘水市,水城区,中等专业学校,公办,贵州六盘水市水城区,--,--,--,1986,239,六盘水市教育局,六盘水市水城区以朵街道住武社区,--,--,,,是,是,,,,,"{'农业类': ['作物生产技术', '农产品加工与质量检测'], '煤炭类': ['矿山机电'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用', '计算机平面设计'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
